Financial Year,Date,Transaction ID,Supplier,Amount,Description,Category,Category Confidence,Deduction Type,Claimable Amount,Fully Deductible,R&D Candidate,R&D Confidence,R&D Reasoning,FBT Risk,Div7A Risk,Requires Documentation,Compliance Notes
FY2025-26,2025-10-19,1f6e8db6-75a9-412d-ad1b-24edd55959d4,Department of Transport,945.9,Annual registration renewal of 050WKH,Motor Vehicle Expenses,95,Section 8-1,945.9,Yes,No,95,"The transaction relates to vehicle registration and insurance, which are standard operational costs and do not involve R&D activities.",No,No,Yes,Ensure vehicle is used for business purposes. Private use may limit deductibility. Maintain logbook if applicable.
FY2024-25,2025-01-13,c2b30b0a-2dfc-4f28-bae2-ad10d298bebc,Totally Workwear,89.9,Work pants - Annie,Clothing,95,Section 8-1,89.9,Yes,No,95,Purchase of work pants does not constitute R&D activity.,No,No,Yes,
FY2025-26,2025-11-26,74ea027d-d21a-46cd-8091-b41b4445d8a6,Goodyear AutoCare Sumner Park,1903.35,763YPF - Repairs and Safety Certificate,Repairs & Maintenance,95,Section 8-1,1903.35,Yes,No,90,"Repairs and safety certificates for a vehicle are unlikely to meet the criteria for R&D activities. The outcome is generally known, and it's not aimed",No,No,Yes,Ensure invoice and payment records are retained.; Deductibility depends on the extent to which the vehicle is used for business purposes. Private use may limit the deductible amount.
FY2024-25,2024-10-07,884dd0ba-1a59-4238-9d97-c53b623d6c32,Cassidy Ai,74.35,Phill,Professional Services,60,Section 8-1,74.35,Yes,No,50,Insufficient information to determine if this transaction relates to R&D. The description 'Phill' is too vague.,No,No,Yes,Requires receipt or invoice to substantiate the expense.; Need more information to determine the nature of the service provided by 'Cassidy Ai - Phill'.
FY2024-25,2025-02-20,8e2995bb-265b-4777-9f57-8dcdad687d29,Commercial Safety Assurance Pty Ltd,178.5,"Monthly direct debit instalment towards review fee schedule

Please note:
Payment of this invoice is",Professional Services,90,Section 8-1,178.5,Yes,No,85,The transaction relates to a 'review fee schedule' which suggests a compliance or auditing activity. There is no indication of R&D activities based on,No,No,Yes,Ensure invoice and payment records are retained.; Confirm the nature of the 'review fee schedule' to ensure it aligns with business operations.
FY2024-25,2025-06-18,9d407ac2-c8bd-4851-8cde-b08cf3fe4a27,Skool,30.11,Phill,Professional Services,60,Section 8-1,30.11,Yes,No,60,The description 'from Skool - Phill' is insufficient to determine if the activity meets the R&D criteria. There is no indication of systematic investi,No,No,Yes,Requires receipt to substantiate the expense.; Need further information to determine the exact nature of the service provided by 'Skool' and 'Phill'.
FY2025-26,2025-10-29,56f5a911-2596-492b-b761-a75e5820ff0b,Department of Transport,886.7,Annual registration renewal of 180GA9 - Holden Rodeo Rego,Motor Vehicle Expenses,95,Section 8-1,886.7,Yes,No,90,Vehicle registration renewal is a routine activity and does not involve R&D.,No,No,Yes,Ensure vehicle is used for business purposes. Private use may limit deductibility.
FY2024-25,2025-06-18,efe918e8-2a17-4906-8536-de628f31f228,Vercel,31.69,Ai/Apps,Software,75,Section 8-1,31.69,Yes,Yes,60,"The description 'Ai/Apps' suggests potential R&D, but lacks sufficient detail to confirm all four elements of Division 355. It's unclear if the activi",No,No,Yes,Need to confirm the nature of 'Ai/Apps' to assess R&D eligibility.; Ensure invoice is retained as evidence of expense.
FY2024-25,2025-01-11,bf2dd9a9-14b3-413a-af95-cef7e37d45fb,Netlify,31.71,Phill,Software,75,Section 8-1,31.71,Yes,No,60,Insufficient information to determine if this transaction relates to R&D activities. The description 'from Netlify - Phill' is vague and does not prov,No,No,Yes,Requires receipt from Netlify to substantiate the expense.; Confirm the nature of the service provided by Netlify.
FY2025-26,2025-11-28,e2850f1b-63c7-426c-a711-cf235a2102a9,Ampol Australia Pty Ltd,32.45,Fuel Account,Fuel,95,Section 8-1,32.45,Yes,No,90,Fuel purchase is a routine expense and does not meet the criteria for R&D activities under Division 355 of ITAA 1997.,No,No,Yes,
FY2025-26,2025-10-18,8d7dc844-9c32-493b-88e8-a76830777013,Vercel,63.54,Ai/Apps,Software,75,Section 8-1,63.54,Yes,Yes,60,"The description 'Ai/Apps' suggests potential R&D, but lacks sufficient detail to confirm all four elements of Division 355. Specifically, it's unclear",No,No,Yes,Receipt required to substantiate the expense.; Need to understand the nature of 'Ai/Apps' to confirm deductibility.
FY2025-26,2025-12-01,b9e5e03f-56ca-4202-8b64-8340efc53e70,Matilda Industrial Units,5331.21,Gross rent for December 2025,Rent,95,Section 8-1,5331.21,Yes,No,95,Rent is a general business expense and does not relate to R&D activities based on the provided information.,No,No,Yes,Ensure rental agreement is available for verification.; Confirm the property is used wholly for business purposes to ensure full deductibility.
FY2024-25,2025-01-13,3c97b352-4ffa-4358-8ffd-741612a530a7,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,95,Toll payments are for transportation and do not involve R&D activities.,No,No,Yes,"Ensure adequate documentation (receipts) is retained to support the deduction.; Assess if any private use component exists. If so, only the business portion is deductible."
FY2025-26,2025-08-12,27c88a61-3a88-4884-b23f-b6cdba4d88e6,Adobe Acrobat,28.99,Adobe,Software,95,Section 8-1,28.99,Yes,No,80,Subscription to Adobe Acrobat is unlikely to be considered R&D. It is a standard software used for document creation and editing. No evidence suggests,No,No,Yes,Receipt required for substantiation.
FY2025-26,2025-11-01,bd35fd63-1a22-4342-a5b8-f2b5362268f5,United Rentals,164.36,"Container - 1.10 to 31.10

JOB15112
Marion Watson - 64 Golf Links Drive, Gatton
Job Name: Crawco - W",Rental,95,Section 8-1,164.36,Yes,No,90,The transaction relates to the rental of a container. There is no indication that this rental is directly related to any R&D activities. It appears to,No,No,Yes,Ensure invoice is retained as evidence of the expense.; Confirm the container rental is wholly for business purposes.
FY2025-26,2025-10-05,39d60501-7ba1-4eed-bdb1-8843de985cb1,Pattersons Insurebuild,2420,Airscrubber/s @ $100ea/day - AFD onsite costs during the month of September - capped at 5 days/week,Equipment Rental,95,Section 8-1,2420,Yes,No,85,The transaction relates to the rental of air scrubbers and associated onsite costs. There is no indication that this activity involves experimental ac,No,No,Yes,Ensure invoice and rental agreement are retained as evidence of the expense.; Confirm the expense is wholly and exclusively for business purposes.
FY2025-26,2025-11-15,5cc5cff0-38f9-4e3c-875f-6d3bdb87eff6,Hubify Communications,335.5,Office landlines ,Telecommunications,95,Section 8-1,335.5,Yes,No,90,Standard office landline expenses are unlikely to meet the R&D criteria. There is no indication of experimental activities or generation of new knowle,No,No,Yes,
FY2024-25,2025-01-13,e936d7d0-4f6e-4714-86b9-7255832f34aa,Xero Australia,200,Monthly subscription ,Software,95,Section 8-1,200,Yes,No,90,A monthly subscription to Xero is unlikely to be considered R&D. It is a standard accounting software subscription.,No,No,Yes,Keep invoice as proof of expense.
FY2024-25,2025-01-13,9bc31144-bcde-4423-a9e4-2326c54973a0,Adobe Acrobat,28.99,Adobe,Software,95,Section 8-1,28.99,Yes,No,70,Subscription to Adobe Acrobat is unlikely to be considered R&D. It is a standard software used for document creation and editing. No information sugge,No,No,Yes,
FY2023-24,2024-05-14,40b5546c-49bf-4e38-831c-43d36bc861f0,Telstra Corporation Limited,865.09,Telephone Bill April,Communication,95,Section 8-1,865.09,Yes,No,90,The transaction is a standard telephone bill and does not indicate any R&D activity. It is a routine operational expense.,No,No,Yes,
FY2025-26,2025-10-01,69d124c0-021d-400a-84c9-da54d9cbd53f,Vercel,39.17,,Software,90,Section 8-1,39.17,Yes,No,70,The description 'from Vercel' suggests a standard software subscription or service. There is no indication of R&D activities being undertaken. It is u,No,No,Yes,Receipt from Vercel should be retained as evidence of the expense.
FY2025-26,2025-08-14,7ec3d9bc-c9b4-4cf5-9376-f2e7eb73ae2d,Commonwealth Bank Overdraft Account,5000,,Finance Costs,95,Section 8-1,5000,Yes,No,95,Overdraft interest payments are not related to R&D activities.,No,No,Yes,Requires bank statements to verify the interest expense.; Ensure the overdraft was used for business purposes.
FY2025-26,2025-10-07,241e3c66-d8b5-4f95-9e55-0589354e8fb4,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,95,Toll payments are for transportation and do not inherently involve R&D activities.,No,No,Yes,"Ensure adequate documentation (receipts) is retained to support the deduction.; Determine if any private use component exists. If so, the claimable amount should be reduced accordingly."
FY2025-26,2025-10-02,269b0667-1eb0-451c-98fc-7cd53133a015,MongoDB,452.07,Web storage??,Software,90,Section 8-1,452.07,Yes,No,60,The description 'Web storage??' is vague and doesn't provide enough information to determine if it meets the R&D criteria. It's likely a standard subs,No,No,Yes,Ensure invoice/receipt is retained as evidence of the expense.; Confirm business use of web storage.
FY2025-26,2025-07-10,692e85a6-674f-4ad0-94bd-8fcbeadb68a3,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,90,Toll payments are generally not considered R&D activities as they do not involve experimental activities for the purpose of creating new knowledge.,No,No,Yes,"Ensure adequate documentation (receipts) is retained to support the deduction.; Determine if any private use component exists. If so, the claimable amount should be reduced accordingly."
FY2025-26,2025-08-04,f8e95fb8-338e-44fa-b990-f913a7c420d1,Coles,44.55,Phill & Kori at job in Maryborough,Food & Beverage,95,Section 8-1,44.55,Yes,No,90,"The transaction relates to a purchase from Coles, likely food and beverages. There is no indication of R&D activity based on the provided information.",YES - REVIEW,No,Yes,"Requires receipt from Coles.; Potential FBT implications if the food and beverages were provided to employees. Need to determine if an exception applies (e.g., minor and infrequent).; Need to determin"
FY2025-26,2025-10-08,a94c7f97-25f9-4d19-8064-9c0e73979ed8,Wages,2679.31,Wages WE 081024,Wages,95,Section 8-1,2679.31,Yes,No,70,Insufficient information to determine if wages relate to R&D activities. The description 'Wages WE 081024' provides no indication of R&D involvement.,No,No,Yes,Requires timesheets or other documentation to support the wage expense.; Ensure wages are properly recorded and PAYG withholding obligations are met.
FY2025-26,2025-10-20,ef28cea7-c79c-427b-a9b0-3fc1cb876b5e,Telstra,454.95,,Telecommunications,95,Section 8-1,454.95,Yes,No,90,"Based on the transaction description 'from Telstra', it is highly unlikely that this expense relates to R&D activities. It is a standard telecommunica",No,No,Yes,Ensure invoice is retained as evidence of expense.
FY2025-26,2025-09-22,fa496142-1aaa-4a69-80f1-611a86eeed6f,Microsoft Office,179,Microsoft Subscription,Software,95,Section 8-1,179,Yes,No,90,A Microsoft Office subscription is a standard software purchase and does not inherently involve R&D activities. There is no indication that the subscr,No,No,Yes,Ensure invoice is retained as evidence of the expense.; Confirm the subscription is wholly for business use.
FY2025-26,2025-08-04,78b7db6a-28e7-4ad1-9c93-d2e01f83afcb,Ampol,83.01,,Fuel,95,Section 8-1,83.01,Yes,No,90,Purchase of fuel from Ampol does not suggest any R&D activity. It is a standard business expense.,No,No,Yes,
FY2025-26,2025-11-05,4ebe56de-2413-4053-8d56-9bb7b513dfd0,Crawford & Co,836.84,"5.78% 1865762
",Professional Services,70,Section 8-1,836.84,Yes,No,60,The description 'from Crawford & Co - 5.78% 1865762' does not provide enough information to determine if the expense relates to R&D activities. It app,No,No,Yes,Need to verify the nature of services provided by Crawford & Co to confirm deductibility. Obtain invoice details.
FY2024-25,2024-12-12,97af0ccc-9b14-43e3-871e-9e5a6257eca6,Aldi,17.97,Christmas shop,General Expenses,70,Section 8-1,17.97,Yes,No,90,"The purchase of 'Christmas shop' items from Aldi does not suggest any R&D activity. There is no indication of experimental activities, generation of n",YES - REVIEW,No,Yes,Requires receipt for substantiation.; Potential FBT implications if items are provided to employees as a benefit. Need to determine if the minor and infrequent exemption applies.; Determine if the exp
FY2024-25,2024-12-11,9b850f15-7aff-48e3-8054-3f309798f9b4,Big W,94.3,Christmas shop,Marketing,70,Section 8-1,94.3,Yes,No,90,The transaction description 'Christmas shop' does not suggest any R&D activity. It appears to be a purchase of Christmas decorations or gifts.,No,No,Yes,Ensure the expense is genuinely for business purposes and not personal use.; Keep the receipt from Big W as documentation.
FY2025-26,2025-09-15,efef286a-e20b-4a0c-a3c9-636a169d42c8,Allianz Australia Insurance Limited,190.66,Storage container onsite - 1.08.25 to 31.08.25,Rent,95,Section 8-1,190.66,Yes,No,90,The transaction relates to the rental of a storage container. There is no indication that this activity involves R&D activities as defined by Division,No,No,Yes,
FY2025-26,2025-08-18,130fa867-632a-4726-96d7-c890c2a6c1df,Youtube,16.99,Subscription,Software,70,Section 8-1,16.99,Yes,No,60,"A general subscription to Youtube is unlikely to meet the R&D criteria. There is no indication of systematic experimentation, new knowledge creation, ",No,No,Yes,"Ensure the subscription is used for business purposes. If there is a private use component, the deduction should be apportioned."
FY2025-26,2025-11-05,8af449eb-4629-4096-a19d-5c1ca41f05d1,Crawford & Co,11.02,"5.78% 1865762
",Professional Services,70,Section 8-1,11.02,Yes,No,60,The description 'from Crawford & Co - 5.78% 1865762' does not provide enough information to determine if the activity meets the R&D criteria. It appea,No,No,Yes,Requires receipt from Crawford & Co to substantiate the expense.
